#SEED: 0.607152424287051
SAT0,5.006042301910057,156.61199416249286,399.08040961564234
SAT1,-79.92232505185927,54.99136837881008,685.2816491570497
SAT2,-65.08847299094359,-38.75989300730117,428.00680567946154
SAT3,-42.584728906852796,73.26119869396925,558.0920345822065
SAT4,47.71925881196384,-29.758738909619865,447.24691065148374
SAT5,68.52484495281482,-106.71737491197221,677.8745615970757
SAT6,51.07942925012233,-155.64742132074022,480.34270620653183
SAT7,29.643438135183246,-119.31261985018129,364.15003069110423
SAT8,59.02402988250742,-124.78556442656932,371.916703703007
SAT9,7.817189099873687,51.30194688595844,686.253026016273
SAT10,0.3130366386613588,-38.65290975677209,625.128832580627
SAT11,59.131844389472946,8.552745684419477,483.2199276011911
SAT12,58.01476804081932,-16.78235372069733,693.6428167048773
SAT13,-64.75186317208689,-151.0726018733447,476.2626691821913
SAT14,1.9450939651863877,169.53043697931741,532.9741483700822
SAT15,13.819680570072975,-57.65606939046519,573.099243858824
SAT16,-35.9157243627151,-67.98925233077756,643.0152715143718
SAT17,17.48238838049585,-70.13429490695185,382.12856187621003
SAT18,56.89713365383136,-76.19525152945016,398.8360094482397
SAT19,86.92449226188302,-12.093300684724198,487.1994813651933
ROUTE,-84.45463620401975,-131.62529775431642,44.7451887522852,-161.02995577579668
